"Store Nbr","Mod Footage","Store Name","Store Type","Building Address","Building City","Building State/Prov","Building Postal Code"
"3580","12","NEWARK OH","Supercenter","1315 N 21ST ST","NEWARK","OH","43055"
"3583","12","GLENMONT NY","Supercenter","311 ROUTE 9W","GLENMONT","NY","12077"
"3584","12","HOUSTON (GALLERIA), TX","Supercenter","5405 SOUTH RICE AVENUE","HOUSTON","TX","77081"
"3585","12","WOODLANDS E TX","Supercenter","2901 RILEY FUZZELL RD","SPRING","TX","77386"
"3587","12","ROCKLIN (S) CA","Supercenter","5454 CROSSINGS DRIVE","ROCKLIN","CA","95677"
"3588","12","DUMFRIES VA","Supercenter","17041 JEFFERSON DAVIS HWY","DUMFRIES","VA","22026"
"3589","12","SALT LAKE CITY C UT","Supercenter","350 HOPE AVE","SALT LAKE CITY","UT","84115"
"3590","12","SIOUX CITY (N) IA","Supercenter","3101 FLOYD BLVD","SIOUX CITY","IA","51108"
"3591","12","MONTGOMERY LAKE, TX","Supercenter","18700 HIGHWAY 105 W","MONTGOMERY","TX","77356"
"3596","12","LOS LUNAS, NM","Supercenter","2250 MAIN ST NW","LOS LUNAS","NM","87031"
"3597","12","BELVIDERE IL","Supercenter","2101 GATEWAY CENTER DR","BELVIDERE","IL","61008"
"3601","12","CRESTWOOD IL","Supercenter","4700 135TH ST","CRESTWOOD","IL","60445"
"3602","12","SPRINGFIELD (E) IL","Supercenter","1100 LEJUNE DR","SPRINGFIELD","IL","62703"
"3607","12","ALBION NY","Supercenter","13858 STATE ROUTE 31","ALBION","NY","14411"
"3608","12","NORTH MADISON, OH","Supercenter","6067 N RIDGE RD","MADISON","OH","44057"
"3609","12","ELLENWOOD GA","Supercenter","2940 ANVIL BLOCK RD","ELLENWOOD","GA","30294"
"3612","12","BURLINGTON (N) NC","Supercenter","530 S GRAHAM HOPEDALE RD","BURLINGTON","NC","27217"
"3620","12","RIVERTON UT","Supercenter","13502 HAMILTON VIEW RD","RIVERTON","UT","84065"
"3621","12","CHAMBLEE GA","Supercenter","1871 CHAMBLEE TUCKER RD","CHAMBLEE","GA","30341"
"3624","12","MONTICELLO MN","Supercenter","9320 CEDAR ST","MONTICELLO","MN","55362"
"3625","12","LAUDERDALE LAKES FL","Supercenter","3001 NORTH STATE ROAD #7","LAUDERDALE LAKES","FL","33313"
"3626","12","WINSTON-SALEM (S) NC","Supercenter","3475 PARKWAY VILLAGE CT","WINSTON SALEM","NC","27127"
"3627","12","OAKWOOD GA","Supercenter","3875 MUNDY MILL RD","OAKWOOD","GA","30566"
"3630","12","MARION IA","Supercenter","5491 HIGHWAY 151","MARION","IA","52302"
"3632","12","SANDUSKY, MI","Supercenter","655 W SANILAC RD","SANDUSKY","MI","48471"
"3633","12","WAYNESBORO PA","Supercenter","12751 WASHINGTON TOWNSHIP BLVD","WAYNESBORO","PA","17268"
"3639","12","DULLES VA","Supercenter","24635 DULLES LANDING DRIVE","DULLES","VA","20166"
"3640","12","HOUSTON(NW I-610) TX","Supercenter","1118 SILBER RD","HOUSTON","TX","77055"
"3641","12","SPRINGFIELD (E) OH","Supercenter","200 S TUTTLE RD","SPRINGFIELD","OH","45505"
"3645","12","MIDLAND (S) TX","Supercenter","200 W INTERSTATE 20","MIDLAND","TX","79701"
"3648","12","BISMARCK, ND","Supercenter","1400 SKYLINE BLVD","BISMARCK","ND","58503"
"3652","12","WEST SACRAMENTO, CA","Supercenter","755 RIVERPOINT CT","WEST SACRAMENTO","CA","95605"
"3658","12","GREENSBORO (NE), NC","Supercenter","2107 PYRAMID VILLAGE BLVD","GREENSBORO","NC","27405"
"3659","12","CHATTANOOGA(SIGNAL), TN","Supercenter","501 SIGNAL MOUNTAIN RD","CHATTANOOGA","TN","37405"
"3693","12","SANTA ISABEL,PR","Supercenter","CARR ESTATAL #153 KM 7.2","SANTA ISABEL","PR","00757"
"3708","12","SUISAN CITY CA","Supercenter","350 WALTERS ROAD","SUISUN CITY","CA","94585"
"3709","12","ATLANTA (GRESHAM), GA","Supercenter","2427 GRESHAM RD SE","ATLANTA","GA","30316"
"3710","12","DECATUR (W), GA","Supercenter","3580 MEMORIAL DR","DECATUR","GA","30032"
"3712","12","CITRUS HEIGHTS, CA","Supercenter","7010 AUBURN BLVD","CITRUS HEIGHTS","CA","95621"
"3717","12","NASHVILLE (HARDING), TN","Supercenter","4040 NOLENSVILLE PIKE","NASHVILLE","TN","37211"
"3720","12","ARBUTUS, MD","Supercenter","3601 WASHINGTON BLVD","ARBUTUS","MD","21227"
"3722","12","KENT, OH","Supercenter","250 TALLMADGE RD","KENT","OH","44240"
"3725","12","NILES, IL","Supercenter","8500 W GOLF RD","NILES","IL","60714"
"3726","12","GRAND BLANC, MI","Supercenter","6170 S SAGINAW RD","GRAND BLANC","MI","48439"
"3728","12","NORTH LAS VEGAS (S), NV","Supercenter","3950 W LAKE MEAD BLVD","NORTH LAS VEGAS","NV","89032"
"3729","12","SPARKS, NV","Supercenter","5065 PYRAMID WAY","SPARKS","NV","89436"
"3730","12","PRESCOTT VALLEY, AZ","Supercenter","3450 N GLASSFORD HILL RD","PRESCOTT VALLEY","AZ","86314"
"3731","12","BERNALILLO, NM","Supercenter","460 NM HIGHWAY #528","BERNALILLO","NM","87004"
"3732","12","RIO RANCHO (W), NM","Supercenter","901 UNSER BLVD SE","RIO RANCHO","NM","87124"
"3733","12","TEGA CAY, SC","Supercenter","1151 STONECREST BLVD","TEGA CAY","SC","29708"
"3738","12","NATRONA HEIGHTS, PA","Supercenter","100 HIGHLANDS MALL","NATRONA HEIGHTS","PA","15065"
"3739","12","NAMPA (NORTHEAST), ID","Supercenter","5875 E FRANKLIN RD","NAMPA","ID","83687"
"3741","12","ATLANTA, GA","Supercenter","1105 RESEARCH CENTER ATLANTA D","ATLANTA","GA","30331"
"3742","12","WOODLAND, WA","Supercenter","1486 DIKE ACCESS RD","WOODLAND","WA","98674"
"3747","12","MUNCIE, IN","Supercenter","1501 E 29TH ST","MUNCIE","IN","47302"
"3754","12","CHELAN, WA","Supercenter","108 APPLE BLOSSOM DR","CHELAN","WA","98816"
"3757","12","ARLINGTON, WA","Supercenter","4010 172ND ST NE","ARLINGTON","WA","98223"
"3758","12","CROOKSTON, MN","Supercenter","1930 SAHLSTROM DR","CROOKSTON","MN","56716"
"3762","12","WEST DES MOINES (SW), IA","Supercenter","6365 STAGECOACH DR","WEST DES MOINES","IA","50266"
"3765","12","PIQUA, OH","Supercenter","1300 E ASH ST","PIQUA","OH","45356"
"3774","12","WILLIAMSTOWN NJ","Supercenter","1840 S BLACK HORSE PIKE","WILLIAMSTOWN","NJ","08094"
"3777","12","FRISCO (W), TX","Supercenter","12220 FM 423","FRISCO","TX","75033"
"3778","12","CASPER (W), WY","Supercenter","4255 CY AVE","CASPER","WY","82604"
"3780","12","FALLSTON, MD","Supercenter","303 FALLSTON BLVD","FALLSTON","MD","21047"
"3781","12","INDIANAPOLIS (LAFYTE), IN","Supercenter","4545 LAFAYETTE RD","INDIANAPOLIS","IN","46254"
"3782","12","ORLANDO (NARCOOSSEE), FL","Supercenter","5991 S GOLDENROD RD","ORLANDO","FL","32822"
"3784","12","FRANKLIN, OH","Supercenter","1275 E 2ND ST","FRANKLIN","OH","45005"
"3786","12","BUFORD (E), GA","Supercenter","3250 SARDIS CHURCH RD","BUFORD","GA","30519"
"3790","12","LOCKPORT, IL","Supercenter","16241 S FARRELL RD","LOCKPORT","IL","60441"
"3791","12","THREE RIVERS, MI","Supercenter","101 S TOLBERT DR","THREE RIVERS","MI","49093"
"3792","12","LANCASTER, OH","Supercenter","2687 N MEMORIAL DR","LANCASTER","OH","43130"
"3794","12","FEDERAL WAY (S), WA","Supercenter","34520 16TH AVE S","FEDERAL WAY","WA","98003"
"3795","12","NORTH BERGEN, NJ","Supercenter","2100 88TH ST","NORTH BERGEN","NJ","07047"
"3796","12","ONTARIO, CA","Supercenter","1333 NORTH MOUNTAIN AVENUE","ONTARIO","CA","91762"
"3801","12","MARYSVILLE (E), WA","Supercenter","8713 64TH ST NE","MARYSVILLE","WA","98270"
"3802","12","MIDDLETOWN (W), DE","Supercenter","705 MIDDLETOWN WARWICK RD","MIDDLETOWN","DE","19709"
"3803","12","WEST HAVEN, CT","Wal-Mart","515 SAW MILL RD","WEST HAVEN","CT","06516"
"3804","12","RANDALLSTOWN MD","Supercenter","8730 LIBERTY RD","RANDALLSTOWN","MD","21133"
"3809","12","UPPER SANDUSKY, OH","Supercenter","1855 E WYANDOT AVE","UPPER SANDUSKY","OH","43351"
"3810","12","EAST GREENVILLE, PA","Supercenter","620 GRAVEL PIKE","EAST GREENVILLE","PA","18041"
"3812","12","COLUMUS (U.ARLING), OH","Supercenter","2700 BETHEL RD","COLUMBUS","OH","43220"
"3824","12","WESTMINSTER (72ND), CO","Supercenter","7155 SHERIDAN BLVD","WESTMINSTER","CO","80003"
"3825","12","HAVELOCK, NC","Supercenter","566 US HIGHWAY 70 W","HAVELOCK","NC","28532"
"3827","12","HOUSTON (GRAND PKWY), TX","Supercenter","5660 W GRAND PKWY S","RICHMOND","TX","77406"
"3830","12","LITTLE EGG HARBOR, NJ","Supercenter","631 RT. 9 SOUTH","LITTLE EGG HARBOR","NJ","08087"
"3831","12","PORTSMOUTH, VA","Supercenter","1098 FREDRICK BLVD","PORTSMOUTH","VA","23707"
"3835","12","OOLTEWAH, TN","Supercenter","5588 LITTLE DEBBIE PKWY","OOLTEWAH","TN","37363"
"3838","12","TARENTUM, PA","Supercenter","2010 VILLAGE CENTER DR","TARENTUM","PA","15084"
"3840","12","FINDLAY (W), OH","Supercenter","1161 TRENTON AVE","FINDLAY","OH","45840"
"3842","12","MACEDON, NY","Supercenter","425 STATE ROUTE 31","MACEDON","NY","14502"
"3843","12","DENTON, MD","Supercenter","610 LEGION RD","DENTON","MD","21629"
"3850","12","TUMWATER, WA","Supercenter","5900 LITTLEROCK RD SW","TUMWATER","WA","98512"
"3851","12","LAFAYETTE, IN","Supercenter","2347 VETERANS MEMORIAL PKWY S","LAFAYETTE","IN","47909"
"3853","12","HURON, SD","Supercenter","2791 DAKOTA AVE S","HURON","SD","57350"
"3857","12","MONONA, WI","Supercenter","2151 ROYAL AVE","MONONA","WI","53713"
"3858","12","BOCA RATON (SW), FL","Supercenter","22100 S STATE ROAD 7","BOCA RATON","FL","33428"
"3864","12","JACKSONVILLE (S), NC","Supercenter","561 YOPP RD","JACKSONVILLE","NC","28540"
"3867","12","WESTMINSTER(I25/136), CO","Supercenter","200 W 136TH AVE","WESTMINSTER","CO","80234"
"3868","12","SHREVEPORT, LA","Supercenter","1125 SHREVEPORT BARKSDALE HWY","SHREVEPORT","LA","71105"
"3872","12","RAPID CITY (S), SD","Supercenter","100 STUMER RD","RAPID CITY","SD","57701"
"3874","12","DAWSONVILLE, GA","Supercenter","98 POWER CENTER DR","DAWSONVILLE","GA","30534"
"3876","12","MUSKEGON (W), MI","Supercenter","3285 HENRY ST","MUSKEGON","MI","49441"
"3883","12","KAPOLEI, HI","Wal-Mart","91-600 FARRINGTON HWY","KAPOLEI","HI","96707"
"3886","12","EDINBURG (S), TX","Supercenter","4101 S MCCOLL RD","EDINBURG","TX","78539"
"3887","12","AVON PARK, FL","Supercenter","1041 US HIGHWAY 27 N","AVON PARK","FL","33825"
"3888","12","SAN ANTONIO (SW1604), TX","Supercenter","11210 POTRANCO RD","SAN ANTONIO","TX","78253"
"3891","12","WAUKEGAN, IL","Supercenter","3900 FOUNTAIN SQUARE PL","WAUKEGAN","IL","60085"
"3893","12","ZION, IL","Supercenter","4000 ROUTE #173","ZION","IL","60099"
"3894","12","LEXINGTON (E), KY","Supercenter","2350 GREY LAG WAY ROAD","LEXINGTON","KY","40509"
"3896","12","PEORIA (LAKE PLESNT), AZ","Supercenter","21655 N LAKE PLEASANT PKWY","PEORIA","AZ","85382"
"3897","12","TWIN FALLS (N), ID","Supercenter","252 CHENEY DR W","TWIN FALLS","ID","83301"
"4049","12","OLYMPIA FIELDS IL","Supercenter","21000 WESTERN AVE","OLYMPIA FIELDS","IL","60461"
"4063","12","IONA FT MYERS FL","Supercenter","17105 SAN CARLOS BLVD","FORT MYERS BEACH","FL","33931"
"4064","12","VIRGINIA BEACH FX VA","Supercenter","4821 VIRGINIA BEACH BLVD.","VIRGINIA BEACH","VA","23462"
"4065","12","WILMINGTON BAYSHORE NC","Supercenter","8035 MARKET STREET","WILMINGTON","NC","28411"
"4068","12","SPANISH FORK UT","Supercenter","1206 N. CANYON CREEK PARKWAY","SPANISH FORK","UT","84660"
"4101","12","LONG BEACH NW CA","Supercenter","3705 E SOUTH ST","LONG BEACH","CA","90805"
"4103","12","DEVINE TX","Supercenter","175 INTERSTATE 35 N","DEVINE","TX","78016"
"4108","12","SPRINGDALE ELM SPRINGS AR","Supercenter","4870 ELM SPRINGS ROAD","SPRINGDALE","AR","72762"
"4112","12","BROWNSVILLE N TX","Supercenter","2205 E. RUBEN TORRES SR. BLVD","BROWNSVILLE","TX","78526"
"4115","12","SAN ANTONIO CIBOLO TX","Supercenter","602 CIBOLO VALLEY DRIVE","CIBOLO","TX","78108"
"4118","12","SHEPHERDSVILLE KY","Supercenter","545 CONESTOGA PARKWAY LOT 1","SHEPHERDSVILLE","KY","40165"
"4129","12","PONCHATOULA LA","Supercenter","1331 HWY 51","PONCHATOULA","LA","70454"
"4130","12","KYLE TX","Supercenter","5754 KYLE PARKWAY","KYLE","TX","78640"
"4131","12","SAN ANTONIO CULEBRA TX","Supercenter","9427 CULEBRA RD","SAN ANTONIO","TX","78251"
"4132","12","DOWNEY CA","Supercenter","9001 APOLLO WAY","DOWNEY","CA","90242"
"4137","12","TACOMA WA","Supercenter","1965 S. UNION AVE","TACOMA","WA","98405"
"4144","12","AUGUSTA WRIGHTSBRO GA","Supercenter","3338 WRIGHTSBORO ROAD","AUGUSTA","GA","30909"
"4153","12","OLD BRIDGE NJ","Supercenter","2825 HIGHWAY ROUTE 18","OLD BRIDGE","NJ","08857"
"4161","12","MIAMI FOUTAINBLEAU FL","Supercenter","9191 W. FLAGLER ST","MIAMI","FL","33174"
"4162","12","SAN ANTONIO WURZBACH TX","Supercenter","12639 BLANCO RD","SAN ANTONIO","TX","78231"
"4163","12","CEDAR PARK E TX","Supercenter","2801 EAST WHITESTONE BOULEVARD","CEDAR PARK","TX","78613"
"4165","12","FORT WORTH JACKSBORO & RI","Supercenter","2245 JACKSBORO HWY","FORT WORTH","TX","76114"
"4166","12","SWEETWATER TN","Supercenter","935 STATE HWY 11 SOUTH","SWEETWATER","TN","37874"
"4168","12","BEEBE AR","Supercenter","2003 W. CENTER ST","BEEBE","AR","72012"
"4171","12","GARDEN GROVE CA","Supercenter","11822 GILBERT ST","GARDEN GROVE","CA","92841"
"4176","12","SHERWOOD OR","Supercenter","21320 SW LANGER FARMS PKWY","SHERWOOD","OR","97140"
"4183","12","BRYAN WEST TX","Supercenter","643 N HARVEY MITCHELL PARKWAY","BRYAN","TX","77807"
"4185","12","SUWANEE N GA","Supercenter","2395 PEACHTREE PKWY","CUMMING","GA","30041"
"4194","12","VICTORIA TX","Supercenter","4001 HOUSTON HIGHWAY","VICTORIA","TX","77901"
"4195","12","CHOCTAW OK","Supercenter","14185 MACK HARRINGTON DRIVE","CHOCTAW","OK","73020"
"4200","12","COLUMBUS (GATEWAY), GA","Supercenter","6475 GATEWAY ROAD","COLUMBUS","GA","31909"
"4201","12","EDGEWOOD, NM","Supercenter","66 STATE ROAD #344","EDGEWOOD","NM","87015"
"4202","12","ROSEVILLE, CA","Supercenter","1400 LEAD HILL BLVD","ROSEVILLE","CA","95661"
"4208","12","SALT LAKE CITY (E) UT","Supercenter","2705 E PARLEYS WAY","SALT LAKE CITY","UT","84109"
"4209","12","NEBRASKA CITY, NE","Supercenter","2101 S 11TH ST","NEBRASKA CITY","NE","68410"
"4216","12","COLUMBUS(N), IN","Supercenter","2025 MERCHANT MILE","COLUMBUS","IN","47201"
"4219","12","BUDA, TX","Supercenter","690 OLD SAN ANTONIO RD","BUDA","TX","78610"
"4224","12","CONOVER, NC","Supercenter","201 ZELKOVA CT NW","CONOVER","NC","28613"
"4226","12","DUNLAP, TN","Supercenter","16773 RANKIN AVE","DUNLAP","TN","37327"
"4230","12","FORT WAYNE, IN","Supercenter","10105 LIMA RD","FORT WAYNE","IN","46818"
"4231","12","FORT WAYNE (S), IN","Supercenter","7502 SOUTHTOWN CROSSING BLVD","FORT WAYNE","IN","46816"
"4235","12","TERRE HAUTE, IN","Supercenter","2399 S STATE ROAD 46","TERRE HAUTE","IN","47803"
"4237","12","INDIAN LAND, SC","Supercenter","10048 CHARLOTTE HWY","INDIAN LAND","SC","29707"
"4239","12","STEAD, NV","Supercenter","250 VISTA KNOLL PARKWAY","RENO","NV","89506"
"4240","12","HIGHLAND VILLAGE, TX","Supercenter","3060 JUSTIN RD","HIGHLAND VILLAGE","TX","75077"
"4241","12","STILLWATER (SANGRE), OK","Supercenter","4545 W 6TH AVE","STILLWATER","OK","74074"
"4243","12","CLIO, MI","Supercenter","11493 N LINDEN RD","CLIO","MI","48420"
"4249","12","SMELTERVILLE, ID","Supercenter","583 COMMERCE DRIVE","SMELTERVILLE","ID","83868"
"4250","12","MORRISVILLE, NC","Supercenter","1001 SHILOH GLENN DR","MORRISVILLE","NC","27560"
"4255","12","ELYRIA (S), OH","Supercenter","1000 CHESTNUT COMMONS DR","ELYRIA","OH","44035"
"4256","12","AMES (S), IA","Supercenter","534 S DUFF AVE","AMES","IA","50010"
"4257","12","AUSTIN, MN","Supercenter","1000 18TH AVE NW","AUSTIN","MN","55912"
"4258","12","STAFFORD (S), VA","Supercenter","11 VILLAGE PKWY","FREDERICKSBURG","VA","22406"
"4260","12","PORT ST LUCIE (SW), FL","Supercenter","1850 SW GATLIN BLVD","PORT ST LUCIE","FL","34953"
"4262","12","THE VILLAGES (N), FL","Supercenter","4085 WEDGEWOOD LN","THE VILLAGES","FL","32162"
"4272","12","LOGAN (S), UT","Supercenter","1150 S 100 W","LOGAN","UT","84321"
"4273","12","LELAND, NC","Supercenter","1112 NEW POINTE BLVD","LELAND","NC","28451"
"4274","12","LOWESVILLE, NC","Supercenter","7131 HIGHWAY #73","DENVER","NC","28037"
"4276","12","TAYLOR, PA","Supercenter","1325 MAIN","TAYLOR","PA","18517"
"4279","12","MIDLOTHIAN, TX","Supercenter","400 N HIGHWAY 67","MIDLOTHIAN","TX","76065"
"4281","12","LADYSMITH, WI","Supercenter","800 W 10TH ST S","LADYSMITH","WI","54848"
"4284","12","LAKEWOOD (2ND ST), CO","Supercenter","440 WADSWORTH BLVD","LAKEWOOD","CO","80226"
"4285","12","CLEVELAND (SW), OH","Supercenter","3400 STEELYARD DR","CLEVELAND","OH","44109"
"4286","12","MONTGOMERY, IL","Supercenter","2000 ORCHARD RD","MONTGOMERY","IL","60538"
"4288","12","BROOMFIELD, CO","Supercenter","4651 W 121ST AVE","BROOMFIELD","CO","80020"
"4295","12","ALEXANDRIA, LA","Supercenter","6225 COLISEUM BLVD","ALEXANDRIA","LA","71303"
"4298","12","HOUSTON (REDSTONE), TX","Supercenter","9235 N SAM HOUSTON PKWY E","HUMBLE","TX","77396"
"4299","12","LUBBOCK (SW), TX","Supercenter","6315 82ND ST","LUBBOCK","TX","79424"
"4303","12","MIAMI N CENTRAL FL","Supercenter","3200 NW 79TH STREET","MIAMI","FL","33147"
"4318","12","MILLBROOK, AL","Supercenter","145 KELLEY BLVD","MILLBROOK","AL","36054"
"4325","12","YUMA (FOOTHILLS), AZ","Supercenter","8151 E 32ND ST","YUMA","AZ","85365"
"4330","12","CHELSEA, AL","Supercenter","16077 HIGHWAY 280","CHELSEA","AL","35043"
"4332","12","ORLANDO (TURKEY LAKE), FL","Supercenter","8990 TURKEY LAKE RD","ORLANDO","FL","32819"
"4333","12","FAIRHOPE, AL","Supercenter","10040 COUNTY ROAD 48","FAIRHOPE","AL","36532"
"4334","12","WEAVERVILLE, NC","Supercenter","25 NORTHRIDGE COMMONS PKWY","WEAVERVILLE","NC","28787"
"4336","12","EL MIRAGE, AZ","Supercenter","12900 W THUNDERBIRD RD","EL MIRAGE","AZ","85335"
"4340","12","HESPERIA, CA","Supercenter","13401 MAIN ST","HESPERIA","CA","92345"
"4355","12","TAYLOR AZ","Supercenter","715 N. MAIN STREET","TAYLOR","AZ","85939"
"4356","12","LAS VEGAS (RAINBOW), NV","Supercenter","7200 ARROYO CROSSING PKWY","LAS VEGAS","NV","89113"
"4358","12","OMAHA (RANCH), NE","Supercenter","1606 S 72ND ST","OMAHA","NE","68124"
"4359","12","ANCHORAGE, AK","Supercenter","7405 DEBARR ROAD","ANCHORAGE","AK","99504"
"4365","12","ORLANDO FL","Supercenter","11930 NARCOOSSEE ROAD","ORLANDO","FL","32832"
"4368","12","OCALA (SE), FL","Supercenter","34 BAHIA AVE","OCALA","FL","34472"
"4370","12","FERNLEY, NV","Supercenter","1550 NEWLANDS DR E","FERNLEY","NV","89408"
"4377","12","CRAIG, CO","Supercenter","2000 W VICTORY WAY","CRAIG","CO","81625"
"4378","12","ONLEY, VA","Supercenter","26036 LANKFORD HWY","ONLEY","VA","23418"
"4379","12","COLUMBIA, SC","Supercenter","1326 BUSH RIVER RD","COLUMBIA","SC","29210"
"4381","12","BRANSON, MO","Supercenter","1101 BRANSON HILLS PKWY","BRANSON","MO","65616"
"4383","12","DEARBORN, MI","Supercenter","5851 MERCURY DR","DEARBORN","MI","48126"
"4387","12","WORCESTER, MA","Supercenter","25 TOBIAS BOLAND WAY","WORCESTER","MA","01607"
"4392","12","VICTORVILLE (W), CA","Supercenter","12234 PALMDALE ROAD","VICTORVILLE","CA","92392"
"4393","12","SACRAMENTO (WATT), CA","Supercenter","4675 WATT AVENUE","NORTH HIGHLANDS","CA","95660"
"4394","12","AIRWAY HEIGHTS, WA","Supercenter","1221 S HAYFORD RD","SPOKANE","WA","99224"
"4395","12","POST FALLS, ID","Supercenter","6405 W POINTE PARKWAY","POST FALLS","ID","83854"
"4399","12","MISHAWAKA, IN","Supercenter","30830 OLD US 20","ELKHART","IN","46514"
"4403","12","QUEENSBURY, NY","Supercenter","24 QUAKER RIDGE BLVD","QUEENSBURY","NY","12804"
"4404","12","ETTERS, PA","Supercenter","50 NEWBERRY PKWY","ETTERS","PA","17319"
"4405","12","AURORA (NE), IL","Supercenter","2900 KIRK RD","AURORA","IL","60502"
"4407","12","MONTGOMERY (E), AL","Supercenter","10710 CHANTILLY PKWY","MONTGOMERY","AL","36117"
"4414","12","SMITHVILLE, TN","Supercenter","515 W BROAD ST","SMITHVILLE","TN","37166"
"4417","12","CAMBY, IN","Supercenter","8191 UPLAND BND","CAMBY","IN","46113"
"4423","12","MARTINSBURG (N), WV","Supercenter","5680 HAMMONDS MILL RD","MARTINSBURG","WV","25404"
"4424","12","WARREN MI","Supercenter","29176 VAN DYKE AVENUE","WARREN","MI","48093"
"4427","12","TALLAHASSEE (NW), FL","Supercenter","3221 N MONROE ST","TALLAHASSEE","FL","32303"
"4436","12","ALPHARETTA (NE), GA","Supercenter","5455 ATLANTA HWY","ALPHARETTA","GA","30004"
"4438","12","SARATOGA SPRINGS, UT","Supercenter","136 W STATE ROAD 73","SARATOGA SPRINGS","UT","84045"
"4439","12","PAW PAW, MI","Supercenter","1013 SOUTH KALAMAZOO STREET","PAW PAW","MI","49079"
"4440","12","BALLENTINE (IRMO), SC","Supercenter","1180 DUTCH FORK RD","IRMO","SC","29063"
"4444","12","JACKSONVILLE (AVE), FL","Supercenter","10251 SHOPS LN","JACKSONVILLE","FL","32258"
"4446","12","WEST PALM BEACH (N), FL","Supercenter","4225 45TH ST","WEST PALM BEACH","FL","33407"
"4450","12","MIDDLETOWN, KY","Supercenter","12981 SHELBYVILLE RD","MIDDLETOWN","KY","40243"
"4451","12","QUEEN CREEK (N), AZ","Supercenter","21055 E RITTENHOUSE RD","QUEEN CREEK","AZ","85142"
"4456","12","SOMMERDALE, NJ","Supercenter","1 COOPERTOWN BLVD","SOMERDALE","NJ","08083"
"4458","12","HOLLY SPRINGS, NC","Supercenter","7016 GB ALFORD HWY","HOLLY SPRINGS","NC","27540"
"4460","12","NORTH LITTLE ROCK(MAU),AR","Supercenter","12001 MAUMELLE BLVD","NORTH LITTLE ROCK","AR","72113"
"4471","12","RAWLINS, WY","Supercenter","2390 E CEDAR ST","RAWLINS","WY","82301"
"4472","12","LITHONIA (STONECRST), GA","Supercenter","8424 MALL PARKWAY","LITHONIA","GA","30038"
"4475","12","OLATHE (W), KS","Supercenter","395 N K 7 HWY","OLATHE","KS","66061"
"4476","12","RICHMOND (360 WEST), VA","Supercenter","14501 HANCOCK VILLAGE ST","CHESTERFIELD","VA","23832"
"4479","12","PERRYSBURG, OH","Supercenter","10392 FREMONT PIKE","PERRYSBURG","OH","43551"
"4482","12","MOUNT JULIET, TN","Supercenter","300 PLEASANT GROVE RD STE 600","MOUNT JULIET","TN","37122"
"4483","12","WHITE HOUSE, TN","Supercenter","225 WILKINSON LN","WHITE HOUSE","TN","37188"
"4487","12","AIKEN (N), SC","Supercenter","3581 RICHLAND AVE W","AIKEN","SC","29801"
"4497","12","HUEYTOWN, AL","Supercenter","1007 RED FARMER DR","HUEYTOWN","AL","35023"
"4501","12","WEST BROWNSVILLE, PA","Supercenter","134 DANIEL KENDALL DR","WEST BROWNSVILLE","PA","15417"
"4506","12","COLUMBIA, SC","Supercenter","321 KILLIAN RD","COLUMBIA","SC","29203"
"4511","12","SILVIS, IL","Supercenter","1601 18TH ST","SILVIS","IL","61282"
"4514","12","WINCHESTER (S), VA","Supercenter","201 MARANTO MANOR DR","WINCHESTER","VA","22602"
"4520","12","TALLAHASSEE (FALLS), FL","Supercenter","4021 LAGNIAPPE WAY","TALLAHASSEE","FL","32317"
"4521","12","LEXINGTON (S), SC","Supercenter","1780 S LAKE DR","LEXINGTON","SC","29073"
"4529","12","NEW LENOX, IL","Supercenter","501 E LINCOLN HWY","NEW LENOX","IL","60451"
"4531","12","ROMEOVILLE, IL","Supercenter","420 WEBER ROAD","ROMEOVILLE","IL","60446"
"4533","12","OAKLAND, TN","Supercenter","105 CHICKASAW RIDGE DR","OAKLAND","TN","38060"
"4553","12","KANSAS CITY (BLUE RDG) MO","Supercenter","11601 E US HIGHWAY 40","KANSAS CITY","MO","64133"
"4558","12","COVINGTON (W), GA","Supercenter","4200 SALEM RD","COVINGTON","GA","30016"
"4564","12","GOLDSBORO (W), NC","Supercenter","2908 US HIGHWAY 70 W","GOLDSBORO","NC","27530"
"4567","12","BRIGHTON, CO","Supercenter","7101 E 128TH AVE","BRIGHTON","CO","80602"
"4570","12","ELLENVILLE, NY","Supercenter","7500 ROUTE 209","NAPANOCH","NY","12458"
"4574","12","CONCORD (MILLS), NC","Supercenter","5825 THUNDER RD","CONCORD","NC","28027"
"4583","12","GREENVILLE (NE), SC","Supercenter","3925 PELHAM RD","GREENVILLE","SC","29615"
"4588","12","ORLANDO (PRINCETON), FL","Supercenter","3101 W PRINCETON ST","ORLANDO","FL","32808"
"4593","12","ROCK HILL, SC","Supercenter","4875 OLD YORK RD","ROCK HILL","SC","29732"
"4597","12","NORTH TONAWANDA, NY","Supercenter","886 NIAGARA FALLS BLVD","NORTH TONAWANDA","NY","14120"
"4599","12","TIMNATH, CO","Supercenter","4500 WEITZEL ST","TIMNATH","CO","80547"
"4600","12","GRETNA, NE","Supercenter","11350 WICKERSHAM BLVD","GRETNA","NE","68028"
"4601","12","LAS CRUCES (N), NM","Supercenter","3331 RINCONADA BLVD","LAS CRUCES","NM","88011"
"4611","12","SHAWNEE (W), KS","Supercenter","5701 SILVERHEEL STREET","SHAWNEE","KS","66226"
